Created,Recipe,All Ingredients Needed,Star Rating,Meal Type,Sell Price,Energy Restore,Realm,Remy's Realm,Fruit,Grains,Dairy,Fish,Protein,Seafood,Herbs/ Spices,Sweet,Vegetable,Ice,Total in Stock
FALSE,Sautéed Mushrooms,"Mushrooms, Butter",2,Appetizer,286,712,Base Game,FALSE,--,--,Butter,--,--,--,--,--,Mushrooms,--,
FALSE,Savory Fish,"Any Fish, Lemon",2,Entree,74,985,Base Game,FALSE,Lemon,--,--,Any Fish,--,--,--,--,--,--,
FALSE,Scrambled Egg,"Egg, Cheese",2,Entree,520,1070,Base Game,TRUE,--,--,"Egg, Cheese",--,--,--,--,--,--,--,
FALSE,Seafood Appetizer,Any Seafood,1,Appetizer,54,242,Base Game,FALSE,--,--,--,--,--,Any Seafood,--,--,--,--,
FALSE,Seafood Boil,"Any Seafood, Any Spice, Potato, Corn",4,Entree,236,720,Base Game,FALSE,--,--,--,--,--,Any Seafood,Any Spice,--,"Corn, Potato",--,
FALSE,Seafood Pasta,"Any Seafood, Wheat, Milk",3,Entree,387,921,Base Game,FALSE,--,Wheat,Milk,--,--,Any Seafood,--,--,--,--,
FALSE,Seafood Pie,"Any Seafood, Wheat, Butter",3,Entree,331,813,Base Game,FALSE,--,Wheat,Butter,--,--,Any Seafood,--,--,--,--,
FALSE,Seafood Platter,2 x Any Seafood,2,Appetizer,116,458,Base Game,FALSE,--,--,--,--,--,2 x Any Seafood,--,--,--,--,
FALSE,Seafood Salad,"Any Seafood, Lettuce",2,Entree,68,349,Base Game,FALSE,--,--,--,--,--,Any Seafood,--,--,Lettuce,--,
FALSE,Seafood Soup,"Any Seafood, 2 x Any Vegetable",3,Entree,85,340,Base Game,FALSE,--,--,--,--,--,Any Seafood,--,--,2 x Any Vegetable,--,
FALSE,Seared Rainbow Trout,"Rainbow Trout, Tomato, Onion",3,Entree,338,889,Base Game,TRUE,--,--,--,Rainbow Trout,--,--,--,--,"Tomato, Onion",--,
FALSE,Sesame Balls,"Wheat, Ginger, Rice, Soya, Seaweed",5,Appetizer,322,722,Base Game,FALSE,--,Wheat,Soya,--,--,--,Ginger,--,Seaweed,--,
FALSE,Shake,Any Dairy,1,Dessert,82,$142,Base Game,TRUE,--,--,Any Dairy,--,--,--,--,--,--,--,
FALSE,Simple Fried Perch,"Perch, Butter, Wheat",3,Entree,380,1317,Base Game,FALSE,--,Wheat,Butter,Perch,--,--,--,--,--,--,
FALSE,Smoked Peanuts and Anglerfish,"Peanuts, Anglerfish",2,Entree,2200,3960,Base Game,FALSE,--,--,Peanuts,Anglerfish,--,--,--,--,--,--,
FALSE,Snow White's Gooseberry Pie,"Gooseberry, Wheat, Butter",3,Dessert,338,1677,Base Game,FALSE,Gooseberry,Wheat,Butter,--,--,--,--,--,--,--,
FALSE,Sole Menuniére,"Sole, Wheat, Butter, Lemon",4,Entree,637,2337,Base Game,FALSE,Lemon,Wheat,Butter,Sole,--,--,--,--,--,--,
FALSE,Soufflé,"Cheese, Milk, Egg, Butter",4,Appetizer,1200,2386,Base Game,TRUE,--,--,"Cheese, Milk, Egg, Butter",--,--,--,--,--,--,--,
FALSE,Sour Snow Cones,"Slush Ice, Lemon, Sugarcane",3,Dessert,282,1257,Base Game,FALSE,--,--,--,--,--,--,--,Sugarcane,--,Slush Ice,
FALSE,Spaceship Earth Cupcake,"Milk, Wheat, Butter, Sugarcane, Coconut",5,Dessert,772,2440,Base Game,FALSE,Coconut,Wheat,"Milk, Butter",--,--,--,--,Sugarcane,--,--,
FALSE,Spaghetti Arrabbiata,"Chili Pepper, Tomato, Wheat",3,Entree,141,373,Base Game,FALSE,--,Wheat,--,--,--,--,--,--,"Chili Pepper, Tomato",--,
FALSE,Spicy Baked Bream,"Bream, Chili Pepper, Butter",3,Entree,1200,3155,Base Game,FALSE,--,--,Butter,Bream,--,--,--,--,Chili Pepper,--,
FALSE,Spring Chocolate,"Spring V-EGG-etable, Sugarcane, Cocoa Beans",3,Dessert,254,1392,Base Game,FALSE,--,--,--,--,--,--,--,"Cocoa Beans, Sugarcane",Spring V-EGG-etable,--,
FALSE,Spring Egg Bowl,"Egg-cellent Fruit, Wild Spring Egg, Spring V-EGG-etable, Cocoa Beans, Sugarcane",5,Dessert,---,---,Base Game,FALSE,Egg-cellent Fruit,--,Wild Spring Egg,--,--,--,--,"Cocoa Beans, Sugarcane",Spring V-EGG-etable,--,
FALSE,Spring Mimosa Eggs,"Spring V-EGG-etable, Wild Spring Egg, Egg-cellent Fruit, Basil",4,Dessert,336,1095,Base Game,FALSE,Egg-cellent Fruit,--,Wild Spring Egg,--,--,--,Basil,--,Spring V-EGG-etable,--,
FALSE,Steamed Fugu,"Fugu, Ginger, Garlic",3,Entree,1400,3668,Base Game,FALSE,--,--,--,Fugu,--,--,"Garlic, Ginger",--,--,--,
FALSE,Stitch Cupcake,"Milk, Wheat, Butter, Sugarcane, Blueberry",5,Dessert,751,2140,Base Game,FALSE,Blueberry,Wheat,"Milk, Butter",--,--,--,--,Sugarcane,--,--,
FALSE,Sugar Kart Seat,"Sugar Rush Seat Fudge, Wheat, Milk, Butter",4,Dessert,---,---,Base Game,FALSE,--,Wheat,"Milk, Butter",--,--,--,--,--,--,--,
FALSE,Sushi,"Rice, Any Fish",2,Entree,111,405,Base Game,FALSE,--,Rice,--,Any Fish,--,--,--,--,--,--,
FALSE,Sweet & Sour Kingfish Steak,"Kingfish, Lemon, Sugarcane",3,Entree,702,2292,Base Game,FALSE,Lemon,--,--,Kingfish,--,--,--,Sugarcane,--,--,
FALSE,Sweet Herring,"Herring, Onion",2,Appetizer,305,723,Base Game,FALSE,--,--,--,Herring,--,--,--,--,Onion,--,
FALSE,Sweet Slush,"Slush Ice, Any Sweet",2,Dessert,219,510,Base Game,FALSE,--,--,--,--,--,--,--,Any Sweet,--,Slush Ice,
FALSE,Sweet Udon,"Rice, Any Seafood, Dreamlight Fruit, Any Sweet",4,Entree,153,1387,Base Game,FALSE,Dreamlight Fruit,Rice,--,--,--,Any Seafood,--,Any Sweet,--,--,
FALSE,Tamagoyaki,"Egg, Sugarcane",2,Entree,310,689,Base Game,FALSE,--,--,Egg,--,--,--,--,Sugarcane,--,--,
FALSE,Tasty Salad,"Lettuce, Cucumber, Any Vegetable, Any Herb",4,Entree,292,650,Base Game,TRUE,--,--,--,--,--,--,Any Herb,--,"Any Vegetable, Lettuce, Cucumber",--,
FALSE,Tasty Veggies,"Any Vegetable, Any Herb",2,Entree,36,246,Base Game,TRUE,--,--,--,--,--,--,Any Herb,--,Any Vegetable,--,
FALSE,Tea Sandwiches,"Wheat, Corn, Cherry, Any Fish",4,Appetizer,91,1378,Base Game,FALSE,Cherry,Wheat,--,Any Fish,--,--,--,--,Corn,--,
FALSE,Tekka Maki,"Tuna, Soya, Seaweed, Rice",4,Entree,366,984,Base Game,FALSE,--,Rice,Soya,Tuna,--,--,--,--,Seaweed,--,
FALSE,Teriyaki Salmon,"Salmon, Soya, Rice, Ginger, Sugarcane",5,Entree,637,1726,Base Game,FALSE,--,Rice,Soya,Salmon,--,--,Ginger,Sugarcane,--,--,
FALSE,Tomato Soup,Tomato,1,Appetizer,26,83,Base Game,TRUE,--,--,--,--,--,--,--,--,Tomato,--,
FALSE,Tropical Pop,"Slush Ice, Coconut, Sugarcane, Any Fruit",4,Dessert,347,1989,Base Game,FALSE,--,--,--,--,--,--,--,Sugarcane,--,Slush Ice,
FALSE,Tuna Burger,"Any Vegetable, Wheat, Onion, Lemon, Tuna",5,Entree,491,1922,Base Game,FALSE,Lemon,Wheat,--,Tuna,--,--,--,--,"Any Vegetable, Onion",--,
FALSE,Vanilla Ice Cream,"Slush Ice, Milk, Sugarcane, Vanilla",4,Dessert,688,1475,Base Game,FALSE,--,--,Milk,--,--,--,--,"Sugarcane, Vanilla",--,Slush Ice,
FALSE,Vegetable Soup,2 x Any Vegetable,2,Appetizer,20,120,Base Game,TRUE,--,--,--,--,--,--,--,--,2 x Any Vegetable,--,
FALSE,Vegetarian Pizza,"2 x Any Vegetable, Tomato, Cheese, Wheat",5,Entree,350,754,Base Game,TRUE,--,Wheat,Cheese,--,--,--,--,--,"2 x Any Vegetable, Tomato",--,
FALSE,Vegetarian Stew,"Onion, Carrot, Potato",3,Entree,475,617,Base Game,FALSE,--,--,--,--,--,--,--,--,"Onion, Carrot, Potato",--,
FALSE,Vegetarian Taco,"Any Vegetable, Corn, Chili Pepper, Cheese",4,Entree,423,925,Base Game,FALSE,--,--,Cheese,--,--,--,--,--,"Any Vegetable, Chili Pepper, Corn",--,
FALSE,Veggie Casserole,"2 x Any Vegetable, Cheese, Any Herb",4,Entree,324,821,Base Game,TRUE,--,--,Cheese,--,--,--,Any Herb,--,2 x Any Vegetable,--,
FALSE,Veggie Pasta,"Tomato, Wheat, Any Vegetable",3,Entree,43,158,Base Game,TRUE,--,Wheat,--,--,--,--,--,--,"Any Vegetable, Tomato",--,
FALSE,Veggie Pie,"Any Vegetable, Butter, Wheat",3,Entree,279,634,Base Game,TRUE,--,Wheat,Butter,--,--,--,--,--,Any Vegetable,--,
FALSE,Veggie Skewers,"Mushrooms, Zucchini, Onion, Bell Pepper",4,Entree,427,767,Base Game,FALSE,--,--,--,--,--,--,--,--,"Mushrooms, Zucchini, Onion, Bell Pepper",--,
FALSE,Waffles,"Wheat, Milk, Egg, Any Sweet",4,Dessert,706,1455,Base Game,FALSE,--,Wheat,"Milk, Egg",--,--,--,--,Any Sweet,--,--,
FALSE,Walleye en Papillote,"Walleye, Basil, Oregano, Any Vegetable",4,Entree,1700,3689,Base Game,FALSE,--,--,--,Walleye,--,--,"Basil, Oregano",--,Any Vegetable,--,
FALSE,Wedding Cake,"Wheat, Butter, Egg, Sugarcane, Vanilla",5,Dessert,785,1680,Base Game,FALSE,--,Wheat,Butter,--,--,--,--,"Sugarcane, Vanilla",--,--,
FALSE,Wheat Porridge,"Milk, Wheat",2,Entree,301,668,Base Game,TRUE,--,Wheat,Milk,--,--,--,--,--,--,--,
FALSE,Wheat Porridge with Fruits,"Milk, Wheat, Any Fruit",3,Entree,353,1155,Base Game,TRUE,Any Fruit,Wheat,Milk,--,--,--,--,--,--,--,
FALSE,Whimsical Pie,"Dreamlight Fruit, Wheat, Butter",3,Dessert,324,1497,Base Game,FALSE,Dreamlight Fruit,Wheat,Butter,--,--,--,--,--,--,--,
FALSE,Wonderland Cookies,"Butter, Vanilla, Sugarcane, Wheat",4,Dessert,406,970,Base Game,FALSE,--,Wheat,Butter,--,--,--,--,"Sugarcane, Vanilla",--,--,
FALSE,Wonton Soup,"Egg, Shrimp, Wheat, Onion",4,Entree,1000,2415,Base Game,FALSE,--,Wheat,--,--,--,Shrimp,--,--,Onion,--,
FALSE,Yule Log,"Wheat, Vanilla, Cocoa Beans, Cherry",4,Dessert,212,2147,Base Game,FALSE,Cherry,Wheat,--,--,--,--,--,"Cocoa Beans, Vanilla",--,--,
FALSE,Zucchini Puffs,"Zucchini, Egg, Cheese",3,Appetizer,632,1216,Base Game,TRUE,--,--,"Egg, Cheese",--,--,--,--,--,Zucchini,--,
FALSE,Ajiaco,"Corn, Potato, Poultry",3,Entree,898,757,Eternity Isle,FALSE,--,--,--,--,Poultry,--,--,--,"Corn, Potato",--,
FALSE,Apple Sauce,"Apples, Cinnamon",2,Dessert,71,823,Eternity Isle,FALSE,Apples,--,--,--,--,--,Cinnamon,--,--,--,
FALSE,Arepas Con Queso,"Corn, Agave, Cheese",3,Appetizer,309,770,Eternity Isle,FALSE,--,--,Cheese,--,--,--,--,Agave,Corn,--,
FALSE,Baked Beans,"Beans, Pork",2,Entree,388,544,Eternity Isle,FALSE,--,--,Beans,--,Pork,--,--,--,--,--,
FALSE,Baozi,"Pork, Wheat, Soya, Any Herb or Spice",4,Appetizer,503,842,Eternity Isle,FALSE,--,Wheat,Soya,--,Pork,--,Any Herb or Spice,--,--,--,
FALSE,Barbecued Brilliant Blue Starfish,"Mint, Brillant Blue Starfish",2,Appetizer,1200,3118,Eternity Isle,FALSE,--,--,--,--,--,Brillant Blue Starfish,Mint,--,--,--,
FALSE,Barbecued Pretty Pink Starfish,"Pretty Pink Starfish, Paprika",2,Appetizer,1200,2812,Eternity Isle,FALSE,--,--,--,--,--,Pretty Pink Starfish,Paprika,--,--,--,
FALSE,Basil Berry Salad,"Blueberry, Basil, Strawberry",3,Dessert,142,2300,Eternity Isle,FALSE,"Blueberry, Strawberry",--,--,--,--,--,Basil,--,--,--,
FALSE,Best Fish Forever,"Sea Snail, Robot Fish, Celery, Cumin",4,Entree,1400,4420,Eternity Isle,FALSE,--,--,--,Robot Fish,--,Sea Snail,Cumin,--,Celery,--,
FALSE,Biryani,"Poultry, Rice, Cinnamon, Cumin, Mint",5,Entree,1000,1468,Eternity Isle,FALSE,--,Rice,--,--,Poultry,--,"Cinnamon, Cumin, Mint",--,--,--,
FALSE,Blend of the Bayou,"Prisma Shrimp, Rice, Celery, Butter, Any Herb or Spice",5,Entree,2400,4238,Eternity Isle,FALSE,--,Rice,Butter,--,--,Prisma Shrimp,Any Herb or Spice,--,Celery,--,
FALSE,Bony Osso Buco,"Skeleton Fish, Celery, Any Vegetable, Grapes",4,Entree,272,1192,Eternity Isle,FALSE,Grapes,--,--,Skeleton Fish,--,--,--,--,"Any Vegetable, Celery",--,
FALSE,Braised Abalone,"Oyster, Sea Snail, Mushrooms, Garlic",4,Entree,570,2500,Eternity Isle,FALSE,--,--,--,--,--,"Oyster, Sea Snail",Garlic,--,Mushrooms,--,
FALSE,Braised Bamboo Shoots,"Bamboo, Canola, Ginger, Soya",4,Entree,401,898,Eternity Isle,FALSE,--,--,Soya,--,--,--,Ginger,--,Bamboo,--,
FALSE,Bulgur Salad,"Wheat, Cucumber, Tomato, Mint, Any Spice",5,Appetizer,396,910,Eternity Isle,FALSE,--,Wheat,--,--,--,--,"Any Spice, Mint",--,"Cucumber, Tomato",--,
FALSE,Burrito,"Any Protein, Wheat, Beans, Cumin",4,Entree,473,809,Eternity Isle,FALSE,--,Wheat,Beans,--,Any Protein,--,Cumin,--,--,--,
FALSE,Butter Chicken,"Poultry, Tomato, Butter, Lemon, Cumin",5,Entree,1200,2142,Eternity Isle,FALSE,Lemon,--,Butter,--,Poultry,--,Cumin,--,Tomato,--,
FALSE,Caramel Macarons,"Almonds, Egg, Agave",3,Dessert,401,1724,Eternity Isle,FALSE,Almonds,--,Egg,--,--,--,--,Agave,--,--,
FALSE,Charlotte Cake,"Wheat, Strawberry, Agave",3,Dessert,69,1704,Eternity Isle,FALSE,Strawberry,Wheat,--,--,--,--,--,Agave,--,--,
FALSE,Cheeseburger,"Venison, Wheat, Any Vegetable, Cheese",4,Entree,1700,1113,Eternity Isle,FALSE,--,Wheat,Cheese,--,Venison,--,--,--,Any Vegetable,--,
FALSE,Chicken Souvlaki,"Poultry, Lemon, Mint, Paprika",4,Entree,949,1816,Eternity Isle,FALSE,Lemon,--,--,--,Poultry,--,"Mint, Paprika",--,--,--,
FALSE,Chocolate Macarons,"Almonds, Egg, Cocoa Beans",3,Dessert,419,2354,Eternity Isle,FALSE,Almonds,--,Egg,--,--,--,--,--,--,--,
FALSE,Cinnamon Donut,"Wheat, Egg, Cinnamon, Any Sweet",4,Dessert,406,1094,Eternity Isle,FALSE,--,Wheat,Egg,--,--,--,Cinnamon,Any Sweet,--,--,
FALSE,Clam Juice,"Clam, Tomato",2,Appetizer,93,289,Eternity Isle,FALSE,--,--,--,--,--,Clam,--,--,Tomato,--,
FALSE,Classic Frankfurter,"Pork, Poultry, Venison, Wheat",4,Entree,2600,1511,Eternity Isle,FALSE,--,Wheat,--,--,"Pork, Poultry, Venison",--,--,--,--,--,
FALSE,Classic Mac and Cheese,"Wheat, Cheese",2,Entree,236,541,Eternity Isle,TRUE,--,Wheat,Cheese,--,--,--,--,--,--,--,
FALSE,Club Sandwich,"Pork, Poultry, Wheat, Tomato",4,Entree,1100,1075,Eternity Isle,FALSE,--,Wheat,--,--,"Pork, Poultry",--,--,--,Tomato,--,
FALSE,Coleslaw,"Cabbage, Carrot",2,Appetizer,389,387,Eternity Isle,FALSE,--,--,--,--,--,--,--,--,"Cabbage, Carrot",--,
FALSE,Conch Ceviche,"Sea Snail, Onion, Tomato, Lemon",4,Appetizer,712,2646,Eternity Isle,FALSE,Lemon,--,--,--,--,Sea Snail,--,--,"Tomato, Onion",--,
FALSE,Coq en Barbouille,"Poultry, Onion, Any Vegetable, Grapes",4,Entree,1000,880,Eternity Isle,FALSE,Grapes,--,--,--,Poultry,--,--,--,"Any Vegetable, Onion",--,
FALSE,Cotton Candy,"Agave, Sugarcane",2,Dessert,56,298,Eternity Isle,FALSE,--,--,--,--,--,--,--,"Agave, Sugarcane",--,--,
FALSE,Crab Melts,"Crab, Cheese",2,Appetizer,1000,2549,Eternity Isle,FALSE,--,--,Cheese,--,--,Crab,--,--,--,--,
FALSE,Cream Cheese Bagel,"Wheat, Cheese, Any Sweet",3,Entree,280,652,Eternity Isle,FALSE,--,Wheat,Cheese,--,--,--,--,Any Sweet,--,--,
FALSE,Crimson Burger,"Wheat, Any Vegetable, Ruby Lentils",3,Entree,231,187,Eternity Isle,FALSE,--,Wheat,Ruby Lentils,--,--,--,--,--,Any Vegetable,--,
FALSE,Croissant,"Wheat, Butter",2,Dessert,249,566,Eternity Isle,TRUE,--,Wheat,Butter,--,--,--,--,--,--,--,
FALSE,Cupcakes,"Wheat, Egg, Cherry, Agave",4,Dessert,433,1853,Eternity Isle,FALSE,Cherry,Wheat,Egg,--,--,--,--,Agave,--,--,
FALSE,Danish,"Wheat, 2 x Any Fruit, Butter",4,Dessert,314,704,Eternity Isle,TRUE,2 x Any Fruit,Wheat,Butter,--,--,--,--,--,--,--,
FALSE,Dragon Roll Maki,"Electric Eel, Rice, Seaweed, Any Vegetable",4,Entree,1600,3193,Eternity Isle,FALSE,--,Rice,--,Electric Eel,--,--,--,--,"Any Vegetable, Seaweed",--,
FALSE,Dreamango Boba Tea,"Milk, Dreamango, Sugarcane",3,Dessert,418,1833,Eternity Isle,FALSE,Dreamango,--,Milk,--,--,--,--,Sugarcane,--,--,
FALSE,Dumplings,"Any Protein, Wheat, Any Vegetable, Soya",4,Appetizer,493,710,Eternity Isle,FALSE,--,Wheat,Soya,--,Any Protein,--,--,--,Any Vegetable,--,
FALSE,Fabulous Fajitas,"Poultry, Wheat, 2 x Any Vegetable, Cumin",5,Entree,851,852,Eternity Isle,FALSE,--,Wheat,--,--,Poultry,--,Cumin,--,2 x Any Vegetable,--,
FALSE,Falafel,"Beans, Cumin, Garlic",3,Appetizer,159,528,Eternity Isle,FALSE,--,--,Beans,--,--,--,"Cumin, Garlic",--,--,--,
FALSE,French Macarons,"Almonds, Egg",2,Dessert,340,1461,Eternity Isle,FALSE,Almonds,--,Egg,--,--,--,--,--,--,--,
FALSE,Fruit Milkshake,"Slush Ice, Milk, Any Fruit",3,Dessert,544,1113,Eternity Isle,FALSE,Any Fruit,--,Milk,--,--,--,--,--,--,Slush Ice,
FALSE,Glazed Donut,"Wheat, Egg, Any Sweet",3,Dessert,336,760,Eternity Isle,FALSE,--,Wheat,Egg,--,--,--,--,Any Sweet,--,--,
FALSE,Good Ol' Fashioned Burger,"Venison, Wheat, Lettuce",3,Entree,1400,634,Eternity Isle,FALSE,--,Wheat,--,--,Venison,--,--,--,Lettuce,--,
FALSE,Gourmet Grubs,"Sea Snail, Sand Worm, Scorpion",3,Dessert,2000,5000,Eternity Isle,FALSE,--,--,"Sand Worm, Scorpion",--,--,Sea Snail,--,--,--,--,
FALSE,Hamburger Steak,"Venison, Potato, Any Vegetable, Beans",4,Entree,1700,855,Eternity Isle,FALSE,--,--,Beans,--,Venison,--,--,--,"Any Vegetable, Potato",--,
FALSE,Hawaiian Pizza,"Pork, Wheat, Tomato, Cheese, Pineapple",5,Entree,1500 Coin,1506,Eternity Isle,FALSE,Pineapple,Wheat,Cheese,--,Pork,--,--,--,Tomato,--,
FALSE,Jam Macarons,"Almonds, Egg, Any Fruit",3,Dessert,378,1581,Eternity Isle,FALSE,"Almonds, Any Fruit",--,Shovel Bird Eggs,--,--,--,--,--,--,--,
FALSE,Jerk Chicken,"Poultry, Onion, Garlic, Any Herb or Spice",4,Entree,"1,100","1,229",Eternity Isle,FALSE,--,--,--,--,Poultry,--,"Any Herb or Spice, Garlic",--,Onion,--,
FALSE,Kanelbulle,"Wheat, Butter, Egg, Cinnamon",4,Dessert,663,1548,Eternity Isle,FALSE,--,Wheat,"Butter, Egg",--,--,--,Cinnamon,--,--,--,
FALSE,Kouign-Amann,"Wheat, 2 x Butter, Agave",4,Dessert,610,1358,Eternity Isle,FALSE,--,Wheat,2 x Butter,--,--,--,--,Agave,--,--,
FALSE,Lo-Fries,"Canola, Flute Root, Yam",3,Entree,358,387,Eternity Isle,FALSE,--,--,Canola,--,--,--,--,--,"Flute Root, Yam",--,
FALSE,Maamouls,"Wheat, Almonds, Dates",3,Dessert,100,1614,Eternity Isle,FALSE,"Almonds, Dates",Wheat,--,--,--,--,--,--,--,--,
FALSE,Makrout,"Wheat, Canola, Dates",4,Dessert,254,1157,Eternity Isle,FALSE,Dates,Wheat,--,--,--,--,--,--,--,--,
FALSE,Meat Pie,"Any Protein, Wheat, Butter",3,Entree,618,1047,Eternity Isle,FALSE,--,Wheat,Butter,--,Any Protein,--,--,--,--,--,
FALSE,Meaty Taco,"Venison, Chili Pepper, Corn, Any Vegetable, Cumin",5,Entree,1700,1112,Eternity Isle,FALSE,--,--,--,--,Venison,--,Cumin,--,"Any Vegetable, Chili Pepper, Corn",--,
FALSE,Melon Boba Tea,"Milk, Sugarcane, Melon",3,Dessert,478,911,Eternity Isle,FALSE,Melon,--,Milk,--,--,--,--,Sugarcane,--,--,
FALSE,Milky Way Stew,"Rainbow Trout, Milk, Turnip, Cosmic Figs",4,Entree,733,1872,Eternity Isle,FALSE,Cosmic Figs,--,Milk,Rainbow Trout,--,--,--,--,Turnip,--,
FALSE,Mooncake,"Wheat, Canola, Beans, Agave",4,Dessert,276,465,Eternity Isle,FALSE,--,Wheat,"Beans, Canola",--,--,--,--,Agave,--,--,
FALSE,Moqueca de Pirarucu,"Pirarucu, 2 x Any Vegetable, Coconut",4,Entree,1000,3452,Eternity Isle,FALSE,Coconut,--,--,Pirarucu,--,--,--,--,2 x Any Vegetable,--,
FALSE,Nestling Crepe,"Wheat, Egg, Nestling Pear, Milk",4,Dessert,715,1938,Eternity Isle,FALSE,Nestling Pear,Wheat,Milk,--,--,--,--,--,--,--,
FALSE,Nuts and Bolts,"Robot Fish, Almonds",2,Appetizer,866,3195,Eternity Isle,FALSE,Almonds,--,--,Robot Fish,--,--,--,--,--,--,
FALSE,Pasta with Herbs,"Wheat, Butter, Any Herb or Spice",3,Entree,289,759,Eternity Isle,TRUE,--,Wheat,Butter,--,--,--,Any Herb or Spice,--,--,--,
FALSE,Pear Upside-Down Cake,"Wheat, Egg, Nestling Pear",3,Dessert,345,1218,Eternity Isle,FALSE,Nestling Pear,Wheat,Egg,--,--,--,--,--,--,--,
FALSE,Pineapple Soft Serve,"Slush Ice, Pineapple",2,Dessert,886,717,Eternity Isle,FALSE,--,--,--,--,--,--,--,--,--,--,
FALSE,Piquant Piranha Soup,"Chili Pepper, Bamboo, Piranha",3,Entree,1900,4001,Eternity Isle,FALSE,--,--,--,Piranha,--,--,--,--,"Chili Pepper, Bamboo",--,
FALSE,Popcorn,"Corn, Canola",2,Dessert,161,201,Eternity Isle,FALSE,--,--,Canola,--,--,--,--,--,Corn,--,
FALSE,Pulled Pork,"Pork, Onion, Tomato, Oregano",4,Entree,738,1021,Eternity Isle,FALSE,--,--,--,--,Pork,--,Oregano,--,"Onion, Tomato",--,
FALSE,Pupusas Revueltas,"Poultry, Corn, Beans",3,Entree,790,627,Eternity Isle,FALSE,--,--,"Poultry, Corn, Beans",--,Poultry,--,--,--,Corn,--,
FALSE,Rainbouillabaisse,"Prisma Shrimp, Any Seafood, Rainbow Trout, Tomato, Any Vegetable",5,Entree,2000,4174,Eternity Isle,FALSE,--,--,--,Rainbow Trout,--,"Any Seafood, Prisma Shrimp",--,--,"Any Vegetable, Tomato",--,
FALSE,Ramen,"Pork, Wheat, Egg",3,Entree,660,1128,Eternity Isle,FALSE,--,Wheat,Egg,--,Pork,--,--,--,--,--,
FALSE,Raspberry Jam Sandwich,"Wheat, Raspberry",2,Dessert,29,549,Eternity Isle,FALSE,Raspberry,Wheat,--,--,--,--,--,--,--,--,
FALSE,Rhapsody Roll,"Rice, Flute Root, Seaweed, Any Vegetable",4,Entree,301,335,Eternity Isle,FALSE,--,Rice,--,--,--,--,--,--,"Any Vegetable, Flute Root, Seaweed",--,
FALSE,Roast,Any Protein,1,Entree,300,450,Eternity Isle,FALSE,--,--,--,--,Any Protein,--,--,--,--,--,
FALSE,Roasted Almonds,"Almonds, Agave",2,Appetizer,86,1070,Eternity Isle,FALSE,Almonds,--,--,--,--,--,--,Agave,--,--,
FALSE,Royal Burger,"Pork, Venison, Wheat, Any Vegetable, Cheese",5,Entree,2300,1670,Eternity Isle,FALSE,--,Wheat,Cheese,--,"Pork, Poultry",--,--,--,Any Vegetable,--,
FALSE,Royal Ice Tea,"Slush Ice, Majestea",2,Appetizer,234,610,Eternity Isle,FALSE,--,--,--,--,--,--,--,--,--,Slush Ice,
FALSE,Royal Latte,"Milk, Majestea",2,Appetizer,338,814,Eternity Isle,FALSE,--,--,--,--,--,--,Majestea,--,--,--,
FALSE,Royal Tea,Majestea,1,Appetizer,36,218,Eternity Isle,FALSE,--,--,--,--,--,--,Majestea,--,--,--,
FALSE,Ruby Masoor Dal,"Chili Pepper, Tomato, Ruby Lentils",3,Entree,357,405,Eternity Isle,FALSE,--,--,Ruby Lentils,--,--,--,--,--,"Chili Pepper, Tomato",--,
FALSE,Sand Stew,"Dunebopper, Sand Fish, Any Vegetable, Sand Worm, Any Herb or Spice",5,Entree,2200,5000,Eternity Isle,FALSE,--,--,Sand Worm,"Dunebopper, Sand Fish",--,--,Any Herb or Spice,--,Any Vegetable,--,
FALSE,Sand Worm Carpaccio Plate,"Sand Worm, Melon",2,Appetizer,1100,3004,Eternity Isle,FALSE,Melon,--,Sand Worm,--,--,--,--,--,--,--,
FALSE,Sausage and Sauerkraut Platter,"Pork, Cabbage, Potato",3,Entree,884,958,Eternity Isle,FALSE,--,--,--,--,Pork,--,--,--,"Cabbage, Potato",--,
FALSE,Schnitzel,"Poultry, Wheat, Canola",3,Entree,854,640,Eternity Isle,FALSE,--,Wheat,Canola,--,Poultry,--,--,--,--,--,
FALSE,Sesame Seed Bagel,"Wheat, Any Sweet",2,Entree,26,160,Eternity Isle,FALSE,--,Wheat,--,--,--,--,--,Any Sweet,--,--,
FALSE,Shad Ceviche,"Shad, Onion, Tomato, Lemon",4,Appetizer,428,"$1,696",Eternity Isle,FALSE,Lemon,--,--,Shad,--,--,--,--,"Onion, Tomato",--,
FALSE,Shawarma,"Venison, Rice, Lemon, Cinnamon, Garlic",5,Entree,"1,800","2,048",Eternity Isle,FALSE,Lemon,Rice,--,--,Venison,--,"Cinnamon, Garlic",--,--,--,
FALSE,Shish Taouk,"Poultry, Rice, Lemon, Garlic, Oregano",5,Entree,1100,1928,Eternity Isle,FALSE,Lemon,Rice,--,--,Poultry,--,"Garlic, Oregano",--,--,--,
FALSE,Spicy Macarons,"Chili Pepper, Almonds, Egg",3,Dessert,475,1796,Eternity Isle,FALSE,Almonds,--,Egg,--,--,--,--,--,Chili Pepper,--,
FALSE,Spicy Scorpion Skewer,"Scorpion, Paprika",2,Appetizer,617,1792,Eternity Isle,FALSE,--,--,Scorpion,--,--,--,Paprika,--,--,--,
